booking_id,lead_id,client_id,package_id,package_name,service_category,booking_date,session_date,booking_status,booking_value
644,553,240,2,Essential Portrait,Family portraits,2025-05-01,2025-06-21,cancelled,497.03
645,1412,574,5,Brand Builder,Branding/headshots,2024-05-21,2024-08-26,completed,829.55
646,830,1066,4,Milestone,Graduation,2024-09-16,2024-10-27,completed,530.08
647,1221,37,4,Milestone,Graduation,2025-11-18,2025-12-13,completed,566.01
648,669,330,6,Wedding Collection,Weddings,2025-09-19,2026-01-06,completed,3289.83
649,1245,88,5,Brand Builder,Branding/headshots,2025-07-29,2025-11-25,completed,915.03
650,378,860,4,Milestone,Graduation,2024-08-03,2024-08-27,cancelled,521.13
651,61,592,2,Essential Portrait,Family portraits,2025-06-10,2025-10-06,completed,467.2
652,745,733,4,Milestone,Graduation,2024-03-19,2024-05-17,rescheduled,514.13
653,906,157,6,Wedding Collection,Weddings,2024-10-31,2024-11-07,completed,3014.84
654,1128,1024,2,Essential Portrait,Family portraits,2025-10-29,2025-11-13,completed,501.58
655,354,94,2,Essential Portrait,Newborn,2025-09-29,2025-12-27,completed,455.8
656,1666,225,2,Essential Portrait,Newborn,2024-11-25,2025-01-09,completed,481.83
657,605,323,2,Essential Portrait,Maternity,2025-07-06,2025-09-21,confirmed,435.33
658,962,833,1,Mini Moment,Mini sessions,2025-05-01,2025-06-21,completed,242.56
659,405,849,1,Mini Moment,Mini sessions,2025-12-15,2026-01-25,completed,235.35
660,1497,278,2,Essential Portrait,Maternity,2025-07-19,2025-10-17,completed,459.67
661,1607,254,6,Wedding Collection,Weddings,2025-10-28,2026-02-20,completed,2978.42
662,512,854,5,Brand Builder,Branding/headshots,2024-04-01,2024-04-20,completed,865.44
663,495,793,4,Milestone,Graduation,2025-05-26,2025-09-03,completed,552.72
664,1237,742,1,Mini Moment,Mini sessions,2024-12-19,2025-04-12,completed,230.23
665,794,605,5,Brand Builder,Branding/headshots,2025-10-19,2026-01-31,completed,774.56
666,356,763,2,Essential Portrait,Family portraits,2025-11-16,2026-01-13,cancelled,443.53
667,1066,1145,2,Essential Portrait,Maternity,2024-12-01,2025-02-04,rescheduled,442.45
668,594,611,1,Mini Moment,Mini sessions,2025-06-06,2025-06-24,rescheduled,206.68
669,183,629,1,Mini Moment,Mini sessions,2025-02-15,2025-05-15,completed,230.81
670,13,579,6,Wedding Collection,Weddings,2025-10-07,2025-12-16,completed,3392.16
671,1255,47,2,Essential Portrait,Newborn,2024-07-08,2024-07-26,completed,428.55
672,1329,519,1,Mini Moment,Mini sessions,2025-11-10,2026-01-02,completed,214.5
673,1769,982,4,Milestone,Graduation,2024-05-08,2024-08-18,completed,552.53
674,154,693,5,Brand Builder,Branding/headshots,2024-03-22,2024-07-03,confirmed,783.28
675,1248,933,4,Milestone,Graduation,2025-04-24,2025-07-24,cancelled,543.31
676,661,1050,2,Essential Portrait,Family portraits,2024-12-26,2025-04-14,completed,481.32
677,1351,910,4,Milestone,Graduation,2025-08-19,2025-11-02,completed,482.12
678,266,1194,1,Mini Moment,Mini sessions,2025-03-30,2025-06-10,cancelled,219.9
679,1121,362,1,Mini Moment,Mini sessions,2024-06-21,2024-10-08,completed,214.48
680,1228,181,2,Essential Portrait,Maternity,2024-02-18,2024-05-22,confirmed,465.27
681,523,157,2,Essential Portrait,Newborn,2024-09-14,2024-10-21,completed,479.61
682,128,807,2,Essential Portrait,Family portraits,2024-11-01,2025-01-29,completed,487.26
683,1670,133,4,Milestone,Graduation,2024-06-09,2024-06-19,completed,558.98
684,665,52,5,Brand Builder,Branding/headshots,2024-06-26,2024-07-30,completed,850.07
685,1471,231,5,Brand Builder,Branding/headshots,2024-06-24,2024-07-16,completed,861.18
686,464,485,5,Brand Builder,Branding/headshots,2024-05-19,2024-06-01,completed,810.52
687,973,109,2,Essential Portrait,Maternity,2025-11-19,2025-12-27,completed,464.6
688,656,91,2,Essential Portrait,Newborn,2024-08-09,2024-09-09,cancelled,490.54
689,1766,984,2,Essential Portrait,Newborn,2025-04-03,2025-06-10,completed,496.31
690,91,496,1,Mini Moment,Mini sessions,2024-11-15,2025-01-25,completed,225.72
691,728,709,1,Mini Moment,Mini sessions,2025-12-12,2026-03-01,completed,237.53
692,1069,419,2,Essential Portrait,Newborn,2024-10-02,2024-11-26,rescheduled,489.71
693,433,1097,5,Brand Builder,Branding/headshots,2024-04-04,2024-06-28,completed,914.67
694,1170,962,6,Wedding Collection,Weddings,2024-12-11,2024-12-20,completed,3246.98
695,925,638,2,Essential Portrait,Maternity,2025-10-31,2026-02-16,completed,487.49
696,1650,935,2,Essential Portrait,Newborn,2024-03-07,2024-04-16,rescheduled,482.17
697,1602,214,4,Milestone,Graduation,2024-05-27,2024-09-18,cancelled,501.67
698,1558,75,2,Essential Portrait,Maternity,2024-12-31,2025-02-15,confirmed,467.5
699,1739,684,2,Essential Portrait,Newborn,2025-10-15,2025-12-02,completed,486.24
700,1505,836,3,Signature Story,Couples,2024-04-29,2024-08-17,completed,617.14
701,664,1152,2,Essential Portrait,Family portraits,2025-02-08,2025-02-23,rescheduled,481.0
702,374,561,6,Wedding Collection,Weddings,2024-06-30,2024-07-14,confirmed,3166.96
703,498,677,5,Brand Builder,Branding/headshots,2025-04-29,2025-05-09,rescheduled,877.89
704,797,977,5,Brand Builder,Branding/headshots,2024-03-11,2024-06-17,rescheduled,887.17
705,1794,340,2,Essential Portrait,Newborn,2025-07-30,2025-10-14,completed,485.27
706,1217,961,2,Essential Portrait,Maternity,2025-03-09,2025-06-03,completed,492.43
707,1056,463,5,Brand Builder,Branding/headshots,2024-02-28,2024-05-18,completed,828.4
708,33,844,4,Milestone,Graduation,2025-03-09,2025-04-01,cancelled,508.04
709,1206,218,5,Brand Builder,Branding/headshots,2025-10-20,2026-01-15,completed,827.48
710,141,651,6,Wedding Collection,Weddings,2025-10-31,2026-02-21,completed,3173.47
711,299,904,2,Essential Portrait,Family portraits,2025-04-10,2025-05-27,completed,483.82
712,1444,269,5,Brand Builder,Branding/headshots,2024-08-18,2024-10-03,rescheduled,903.16
713,1785,927,6,Wedding Collection,Weddings,2025-10-20,2025-11-11,completed,3121.59
714,1417,724,2,Essential Portrait,Newborn,2025-10-08,2026-01-27,completed,457.57
715,587,25,2,Essential Portrait,Family portraits,2025-11-01,2025-12-08,completed,501.74
716,86,1170,4,Milestone,Graduation,2025-03-17,2025-05-26,completed,486.93
717,1735,860,5,Brand Builder,Branding/headshots,2024-02-21,2024-03-20,completed,917.22
718,439,133,3,Signature Story,Couples,2025-05-07,2025-08-04,completed,700.8
719,97,618,2,Essential Portrait,Newborn,2024-07-21,2024-10-14,completed,450.43
720,570,365,2,Essential Portrait,Family portraits,2025-04-04,2025-04-14,cancelled,499.51
721,104,750,5,Brand Builder,Branding/headshots,2025-02-19,2025-05-20,rescheduled,886.61
722,657,1063,1,Mini Moment,Mini sessions,2025-03-09,2025-03-27,completed,231.92
723,28,619,1,Mini Moment,Mini sessions,2024-09-12,2024-09-23,completed,224.42
724,1071,572,4,Milestone,Graduation,2025-12-13,2026-01-17,completed,486.39
725,939,817,4,Milestone,Graduation,2024-03-21,2024-06-14,completed,479.64
726,1328,374,6,Wedding Collection,Weddings,2025-10-06,2025-11-23,completed,2936.45
727,563,40,4,Milestone,Graduation,2024-07-13,2024-07-20,completed,559.29
728,107,595,1,Mini Moment,Mini sessions,2024-02-18,2024-03-28,completed,229.69
729,1177,901,5,Brand Builder,Branding/headshots,2024-04-30,2024-06-02,completed,804.09
730,994,820,2,Essential Portrait,Newborn,2025-10-08,2025-11-17,completed,442.01
731,945,353,1,Mini Moment,Mini sessions,2024-06-15,2024-09-29,completed,239.79
732,699,635,5,Brand Builder,Branding/headshots,2025-09-23,2025-11-27,completed,913.17
733,1263,359,4,Milestone,Graduation,2025-05-22,2025-06-29,completed,489.7
734,689,787,2,Essential Portrait,Newborn,2024-08-12,2024-08-21,completed,466.49
735,263,902,2,Essential Portrait,Family portraits,2025-11-21,2026-01-28,completed,508.64
736,145,1001,5,Brand Builder,Branding/headshots,2025-08-29,2025-11-02,completed,798.65
737,421,186,2,Essential Portrait,Maternity,2024-04-02,2024-05-19,completed,494.87
738,704,412,2,Essential Portrait,Family portraits,2025-12-12,2026-01-10,completed,433.48
739,37,11,2,Essential Portrait,Family portraits,2024-12-31,2025-02-15,completed,504.82
740,227,1074,1,Mini Moment,Mini sessions,2024-10-19,2024-12-07,completed,213.76
741,1618,1083,2,Essential Portrait,Newborn,2024-03-15,2024-06-07,confirmed,512.43
742,1796,302,1,Mini Moment,Mini sessions,2025-10-30,2026-01-09,completed,237.47
743,412,413,3,Signature Story,Couples,2025-03-15,2025-04-02,completed,614.17
744,414,1170,1,Mini Moment,Mini sessions,2024-06-09,2024-10-05,rescheduled,232.62
745,35,357,5,Brand Builder,Branding/headshots,2025-03-22,2025-05-19,completed,873.13
746,304,588,6,Wedding Collection,Weddings,2024-10-03,2025-01-02,completed,2995.64
747,928,22,4,Milestone,Graduation,2025-10-17,2026-02-09,completed,559.03
748,1585,793,3,Signature Story,Couples,2024-10-29,2024-11-21,completed,634.58
749,371,97,2,Essential Portrait,Newborn,2025-12-27,2026-01-16,completed,487.49
750,1308,505,4,Milestone,Graduation,2024-07-23,2024-09-16,completed,507.63
751,92,501,1,Mini Moment,Mini sessions,2025-10-04,2025-11-25,completed,232.73
752,461,545,2,Essential Portrait,Family portraits,2024-10-16,2025-01-17,rescheduled,467.73
753,306,155,4,Milestone,Graduation,2025-05-17,2025-08-10,completed,534.85
754,1315,929,5,Brand Builder,Branding/headshots,2025-11-10,2025-12-29,completed,819.73
755,1680,217,1,Mini Moment,Mini sessions,2024-12-22,2025-03-07,completed,202.76
756,1271,104,2,Essential Portrait,Family portraits,2025-11-25,2025-12-02,completed,452.76
757,1109,641,2,Essential Portrait,Maternity,2024-09-21,2025-01-04,cancelled,467.68
758,198,694,4,Milestone,Graduation,2025-05-16,2025-09-11,completed,540.0
759,130,848,2,Essential Portrait,Maternity,2024-06-28,2024-09-26,completed,470.91
760,1151,580,2,Essential Portrait,Family portraits,2024-10-21,2024-11-27,cancelled,507.11
761,1792,1066,3,Signature Story,Couples,2025-05-18,2025-09-02,confirmed,620.23
762,660,667,5,Brand Builder,Branding/headshots,2024-06-06,2024-08-10,completed,842.81
763,1740,516,4,Milestone,Graduation,2025-11-18,2025-12-26,completed,513.1
764,619,805,1,Mini Moment,Mini sessions,2025-03-20,2025-04-13,completed,226.76
765,50,692,1,Mini Moment,Mini sessions,2025-11-22,2025-12-08,confirmed,205.52
766,339,1031,2,Essential Portrait,Newborn,2025-02-07,2025-04-07,completed,505.11
767,186,1017,5,Brand Builder,Branding/headshots,2024-08-06,2024-08-23,completed,795.35
768,814,163,1,Mini Moment,Mini sessions,2024-10-14,2024-11-26,rescheduled,216.28
769,895,698,2,Essential Portrait,Newborn,2025-12-04,2025-12-26,cancelled,449.67
770,1207,822,1,Mini Moment,Mini sessions,2024-10-28,2024-12-10,completed,214.84
771,1279,1124,2,Essential Portrait,Maternity,2024-03-07,2024-04-22,completed,456.73
772,501,334,2,Essential Portrait,Maternity,2025-06-23,2025-10-18,completed,457.35
773,267,959,3,Signature Story,Couples,2025-11-09,2026-02-01,completed,633.53
774,1572,637,6,Wedding Collection,Weddings,2024-11-13,2024-11-27,rescheduled,3271.49
775,1580,814,2,Essential Portrait,Family portraits,2024-12-01,2025-02-21,completed,444.93
776,1793,873,2,Essential Portrait,Family portraits,2024-04-03,2024-05-31,completed,442.95
777,914,399,4,Milestone,Graduation,2025-05-10,2025-05-21,completed,527.51
778,151,1057,6,Wedding Collection,Weddings,2024-10-08,2025-01-07,completed,3235.34
779,1277,869,2,Essential Portrait,Family portraits,2025-11-19,2026-02-23,completed,506.97
780,748,290,6,Wedding Collection,Weddings,2024-05-16,2024-07-23,completed,3183.53
781,888,642,1,Mini Moment,Mini sessions,2025-02-12,2025-05-22,completed,211.27
782,1137,144,2,Essential Portrait,Family portraits,2025-05-14,2025-09-10,completed,449.9
783,1154,982,6,Wedding Collection,Weddings,2025-10-21,2026-01-13,completed,3172.62
784,1292,1026,2,Essential Portrait,Maternity,2025-07-21,2025-08-21,completed,464.63
785,1064,299,6,Wedding Collection,Weddings,2025-07-07,2025-08-24,completed,2952.51
786,1638,1108,1,Mini Moment,Mini sessions,2025-06-24,2025-08-12,completed,213.48
787,975,669,6,Wedding Collection,Weddings,2024-09-07,2024-12-07,completed,3072.59
788,1565,491,1,Mini Moment,Mini sessions,2025-11-20,2025-11-29,completed,207.25
789,143,1101,1,Mini Moment,Mini sessions,2024-06-16,2024-08-23,completed,229.65
790,260,235,1,Mini Moment,Mini sessions,2024-11-24,2025-01-24,rescheduled,204.17
791,857,594,2,Essential Portrait,Family portraits,2025-11-04,2025-11-23,completed,471.6
792,1546,809,3,Signature Story,Couples,2026-01-03,2026-02-25,completed,654.87
793,1265,434,4,Milestone,Graduation,2025-04-23,2025-07-16,completed,557.74
794,1032,1184,2,Essential Portrait,Family portraits,2025-04-24,2025-08-13,completed,453.44
795,824,1176,4,Milestone,Graduation,2025-09-29,2025-11-18,completed,529.63
796,579,857,6,Wedding Collection,Weddings,2024-06-02,2024-09-20,completed,3232.94
797,161,953,1,Mini Moment,Mini sessions,2025-01-01,2025-03-15,completed,233.53
798,1731,65,1,Mini Moment,Mini sessions,2026-01-03,2026-01-19,rescheduled,238.83
799,1661,912,3,Signature Story,Couples,2025-02-02,2025-06-01,completed,621.73
800,599,32,1,Mini Moment,Mini sessions,2024-10-25,2024-11-15,completed,217.01
801,1244,184,4,Milestone,Graduation,2024-10-24,2025-01-30,completed,539.62
802,1492,284,5,Brand Builder,Branding/headshots,2024-07-18,2024-09-28,completed,844.53
803,455,381,1,Mini Moment,Mini sessions,2024-08-23,2024-12-09,completed,235.84
804,1375,596,6,Wedding Collection,Weddings,2025-05-27,2025-09-12,completed,3262.81
805,964,527,2,Essential Portrait,Family portraits,2025-11-26,2026-03-20,cancelled,448.95
806,1478,747,5,Brand Builder,Branding/headshots,2024-07-09,2024-10-27,cancelled,817.27
807,1060,980,2,Essential Portrait,Newborn,2024-03-30,2024-06-10,completed,437.91
808,429,14,2,Essential Portrait,Maternity,2024-06-26,2024-07-12,completed,493.36
809,543,854,4,Milestone,Graduation,2025-01-15,2025-03-03,completed,563.66
810,389,483,2,Essential Portrait,Newborn,2024-05-21,2024-06-14,cancelled,475.26
811,322,686,4,Milestone,Graduation,2025-07-05,2025-10-07,completed,527.61
812,1077,1176,6,Wedding Collection,Weddings,2024-11-08,2024-12-12,completed,3453.95
813,242,1127,1,Mini Moment,Mini sessions,2025-10-24,2025-12-02,completed,226.64
814,1201,1108,2,Essential Portrait,Maternity,2024-03-22,2024-04-21,completed,475.76
815,118,727,5,Brand Builder,Branding/headshots,2024-06-25,2024-08-08,completed,808.04
816,922,124,6,Wedding Collection,Weddings,2025-10-01,2025-12-09,completed,3295.0
817,269,290,3,Signature Story,Couples,2024-10-13,2024-11-06,cancelled,596.72
818,650,603,4,Milestone,Graduation,2025-08-27,2025-10-03,completed,555.57
819,1156,208,3,Signature Story,Couples,2025-05-29,2025-08-31,completed,686.63
820,1502,446,1,Mini Moment,Mini sessions,2025-05-20,2025-08-31,completed,236.15
821,1342,933,5,Brand Builder,Branding/headshots,2025-04-05,2025-05-06,completed,807.19
822,645,974,3,Signature Story,Couples,2025-08-04,2025-09-25,completed,633.95
823,747,3,6,Wedding Collection,Weddings,2024-01-16,2024-04-03,completed,3252.4
824,825,309,2,Essential Portrait,Family portraits,2024-11-12,2025-03-11,completed,451.07
825,1520,658,2,Essential Portrait,Maternity,2025-04-20,2025-06-06,confirmed,437.49
826,1123,328,1,Mini Moment,Mini sessions,2024-10-09,2024-11-04,completed,227.91
827,1348,634,6,Wedding Collection,Weddings,2025-03-18,2025-03-26,completed,3120.0
828,365,1135,6,Wedding Collection,Weddings,2025-08-04,2025-10-09,completed,2989.14
829,1166,409,1,Mini Moment,Mini sessions,2024-12-17,2025-01-05,completed,215.52
830,78,790,6,Wedding Collection,Weddings,2025-06-26,2025-09-05,completed,3234.27
831,391,573,6,Wedding Collection,Weddings,2025-12-02,2026-01-21,cancelled,3172.75
832,1707,963,2,Essential Portrait,Newborn,2024-04-27,2024-05-07,completed,473.28
833,1095,755,1,Mini Moment,Mini sessions,2024-09-09,2024-10-15,completed,212.2
834,1573,230,4,Milestone,Graduation,2025-05-15,2025-08-27,completed,512.99
835,702,595,4,Milestone,Graduation,2026-01-10,2026-04-10,completed,542.5
836,1671,920,2,Essential Portrait,Newborn,2024-10-15,2025-01-07,completed,427.82
837,559,255,3,Signature Story,Couples,2025-10-26,2026-01-27,completed,673.01
838,731,46,1,Mini Moment,Mini sessions,2024-09-26,2024-10-26,rescheduled,230.38
839,337,1130,1,Mini Moment,Mini sessions,2025-11-27,2026-03-13,completed,212.4
840,1383,590,6,Wedding Collection,Weddings,2024-09-15,2025-01-09,cancelled,3016.17
841,427,413,3,Signature Story,Couples,2025-02-19,2025-06-04,cancelled,672.64
842,168,39,3,Signature Story,Couples,2025-06-13,2025-08-10,completed,696.73
843,1591,437,2,Essential Portrait,Maternity,2025-09-27,2026-01-05,completed,459.74
844,997,75,4,Milestone,Graduation,2025-09-26,2025-10-13,completed,493.73
845,44,696,2,Essential Portrait,Family portraits,2024-01-16,2024-04-28,rescheduled,496.53
846,34,175,5,Brand Builder,Branding/headshots,2024-12-03,2024-12-11,cancelled,886.92
847,1514,334,2,Essential Portrait,Maternity,2026-01-16,2026-01-30,completed,429.93
848,976,653,2,Essential Portrait,Family portraits,2025-02-25,2025-05-24,completed,497.46
849,878,312,1,Mini Moment,Mini sessions,2025-01-06,2025-01-15,completed,227.77
850,1012,687,2,Essential Portrait,Newborn,2026-01-05,2026-04-10,completed,433.37
851,380,899,2,Essential Portrait,Maternity,2025-09-01,2025-12-30,completed,455.78
852,1504,1183,2,Essential Portrait,Family portraits,2025-05-27,2025-09-14,completed,504.18
853,969,176,3,Signature Story,Couples,2024-12-12,2024-12-25,rescheduled,642.89
854,223,1145,5,Brand Builder,Branding/headshots,2025-06-21,2025-09-26,confirmed,911.51
855,7,300,5,Brand Builder,Branding/headshots,2025-10-23,2026-02-19,completed,822.81
856,129,869,2,Essential Portrait,Maternity,2024-07-30,2024-10-23,completed,480.09
857,6,995,1,Mini Moment,Mini sessions,2025-10-08,2025-10-18,completed,241.41
858,1160,458,1,Mini Moment,Mini sessions,2024-03-20,2024-06-13,completed,227.59
859,1286,99,5,Brand Builder,Branding/headshots,2025-05-31,2025-07-17,completed,870.72
860,451,803,1,Mini Moment,Mini sessions,2024-03-05,2024-04-11,completed,215.87
861,1140,379,2,Essential Portrait,Maternity,2024-09-15,2024-10-31,completed,500.49
862,189,427,4,Milestone,Graduation,2025-05-30,2025-08-11,completed,536.66
863,1687,135,1,Mini Moment,Mini sessions,2024-06-19,2024-07-22,cancelled,233.69
864,978,696,4,Milestone,Graduation,2024-02-09,2024-05-23,completed,508.66
865,1301,330,6,Wedding Collection,Weddings,2024-11-26,2025-03-22,completed,3280.15
866,121,353,5,Brand Builder,Branding/headshots,2024-12-24,2025-01-26,confirmed,904.38
867,565,670,1,Mini Moment,Mini sessions,2025-11-11,2026-02-08,completed,229.94
868,1339,1050,5,Brand Builder,Branding/headshots,2025-08-23,2025-11-16,completed,907.49
869,806,17,1,Mini Moment,Mini sessions,2025-03-12,2025-05-24,completed,240.22
870,1425,297,4,Milestone,Graduation,2024-04-04,2024-05-23,completed,560.94
871,1445,298,5,Brand Builder,Branding/headshots,2024-02-10,2024-02-17,completed,840.62
872,447,710,2,Essential Portrait,Family portraits,2024-03-27,2024-05-07,completed,450.76
873,282,897,4,Milestone,Graduation,2025-07-29,2025-09-28,completed,502.5
874,1004,562,2,Essential Portrait,Newborn,2024-12-27,2025-01-31,completed,471.37
875,1036,611,2,Essential Portrait,Family portraits,2025-04-23,2025-07-26,completed,457.12
876,620,563,2,Essential Portrait,Family portraits,2025-07-06,2025-10-12,completed,438.92
877,1773,555,4,Milestone,Graduation,2025-12-07,2026-01-12,completed,518.25
878,222,685,2,Essential Portrait,Newborn,2024-07-12,2024-09-30,completed,504.39
879,633,368,5,Brand Builder,Branding/headshots,2024-10-08,2024-10-20,completed,856.44
880,1008,1119,6,Wedding Collection,Weddings,2024-12-16,2025-03-21,completed,3315.4
881,351,833,4,Milestone,Graduation,2024-08-28,2024-09-04,completed,546.53
882,1590,713,6,Wedding Collection,Weddings,2024-04-29,2024-08-27,completed,3184.54
883,1522,658,4,Milestone,Graduation,2025-10-15,2026-01-03,completed,501.21
884,1612,258,5,Brand Builder,Branding/headshots,2024-04-08,2024-04-30,completed,816.34
885,569,564,5,Brand Builder,Branding/headshots,2024-11-28,2025-02-03,completed,845.58
886,1144,858,4,Milestone,Graduation,2024-12-02,2025-02-12,completed,520.79
887,1681,65,6,Wedding Collection,Weddings,2025-12-20,2026-03-02,completed,3253.37
888,1679,485,1,Mini Moment,Mini sessions,2024-02-17,2024-04-20,completed,235.6
889,1662,228,3,Signature Story,Couples,2025-03-12,2025-05-26,cancelled,669.5
890,1276,305,2,Essential Portrait,Family portraits,2025-05-03,2025-05-17,cancelled,443.73
891,1584,428,1,Mini Moment,Mini sessions,2025-11-25,2026-01-23,confirmed,221.07
892,1599,919,2,Essential Portrait,Maternity,2024-05-31,2024-08-16,completed,444.16
893,640,10,6,Wedding Collection,Weddings,2025-08-19,2025-10-06,completed,2914.59
894,1332,242,2,Essential Portrait,Family portraits,2025-10-11,2025-10-26,rescheduled,457.0
895,1336,1154,2,Essential Portrait,Family portraits,2025-12-09,2026-04-05,completed,464.89
896,1102,226,5,Brand Builder,Branding/headshots,2025-12-19,2026-01-13,completed,810.57
897,715,653,5,Brand Builder,Branding/headshots,2026-01-04,2026-04-23,completed,793.28
898,62,888,6,Wedding Collection,Weddings,2025-06-05,2025-06-27,completed,3008.32
899,967,1137,2,Essential Portrait,Newborn,2024-10-26,2024-12-17,rescheduled,466.67
900,676,786,4,Milestone,Graduation,2024-10-25,2025-01-07,rescheduled,539.07
